RowNr	L1ReqId	Text	ComplianceType	ComplianceStatement	L2ReqId	L2ReqText
138	SKA1-SYS_REQ-2646	The SKA1_Low and SKA1_Mid shall provide a mechanism for implementing basic schedule building blocks. 	Derived to L2	Yes	TM_REQ_157	The TMO shall be able to receive parameters for creating Scheduling Blocks via its I.S1.TMO_API interface via a Python and Java API.
56	SKA1-SYS_REQ-2304	"The SKA1_Mid shall provide a dish pointing model that translates a pointing centre in ICRS coordinates at a given time to a mount orientation for a given dish. This will take into account astrometric effects, as well as location, and reference pointings. The pointing system at each dish shall include a model for pointing including structural model, thermal model, reference pointing model, gravitational model, and refraction model, published by TM."	Derived to L2	Yes	TM_REQ_158	"The TM shall automatically acquire Bulletin A information (earth orientation parameters x/y pole, UT1-UTC and their errors at daily intervals) via its S1L.TM_IERS and S1M.TM_IERS interfaces as per [RD50] at a daily interval.
"
52	SKA1-SYS_REQ-2298	Proposals to search for transient sources shall include rules for issuing VOEvents.	Derived to L2	Yes	TM_REQ_159	"The TMO shall allow the PI to configure response to transient events as part of Proposal submission including the rules for when VO Events shall be issued.
"
63	SKA1-SYS_REQ-2312	Latency from the time a measurement crosses an alarm set-point until the time it is signalled to the operator shall be no more than 1 second.	Derived to L2	Yes	TM_REQ_16	"The time latency between receiving the conditional data used to determine a System Wide Alarm and reporting the System Wide Alarm shall be 1 second.
"
52	SKA1-SYS_REQ-2298	Proposals to search for transient sources shall include rules for issuing VOEvents.	Derived to L2	Yes	TM_REQ_160	The TMO shall give a proposer the ability to set at least TBD54 parameters during Proposal submission. 
49	SKA1-SYS_REQ-2293	"SKA1_Common, when commanded, shall construct Observing Plans for a user-specified length of time between 24 hours and 1 year, based on user-specified operational constraints."	Derived to L2	Yes	TM_REQ_161	"The TMO shall give an observation designer the ability to set at least the following parameters for creating a Scheduling Block: TBD59
"
465	SKA1-SYS_REQ-3245	The SKA1_Mid shall have an Inherent Availability of more than 99%	Derived to L2	Yes	TM_REQ_163	"The Inherent Availability of the TM shall be more or equal to 99.9% [RD27].
"
465	SKA1-SYS_REQ-3245	The SKA1_Mid shall have an Inherent Availability of more than 99%	Derived to L2	Yes	TM_REQ_163 and 	
127	SKA1-SYS_REQ-2605	"Labels used within the SKA1_Low and SKA1_Mid shall be affixed for at least 50 years or the lifetime of the equipment, whichever is the smaller,  and unlikely to come off during maintenance or as a result of the environment."	Derived to L2	Yes	TM_REQ_164	"TM Equipment shall maintain full functional operation in environmental conditions in accordance with [RD18]:
a) 3K8H (climatic conditions),
b) 3Z1 (heat radiation),
c) 3Z11 (high air temperature),
d) 3Z12 (low air pressure),
e) 3B3 (biological conditions),
f) 3C1R (chemically active substances),
g) 3S3 (mechanically active substances),
h) 3M4 (mechanical conditions).
 
Note: All TM equipment will be in stationary use, at weather protected locations with climate control as per [RD10] for SKA1-Mid TM and [RD11] for SKA1-Low TM.
Note: TM Equipment includes product markings (i.e. labels)."
85	SKA1-SYS_REQ-2438	Components and Equipment shall be designed to be locally fail-safe and not rely on external safety devices or measures to operate safely.	Derived to L2	Yes	TM_REQ_165	"Safety of TM equipment with rated voltage not exceeding 600V . Equipment shall comply with the safety requirements of BS EN IEC 60950. NOTE: This includes electric shock, energy related hazards, fire, heat related hazards, mechanical hazards, radiation and chemical hazards.
"
89	SKA1-SYS_REQ-2448	Stand-offs and handles shall be used to protect system components from damage during out-of-system repair and maintenance.	Derived to L2	Yes	TM_REQ_165	"Safety of TM equipment with rated voltage not exceeding 600V . Equipment shall comply with the safety requirements of BS EN IEC 60950. NOTE: This includes electric shock, energy related hazards, fire, heat related hazards, mechanical hazards, radiation and chemical hazards."
200	SKA1-SYS_REQ-2820	"Equipment shall comply with the safety requirements of BS EN IEC 60950. NOTE: This includes electric shock, energy related hazards, fire, heat related hazards, mechanical hazards, radiation and chemical hazards."	Derived to L2	Yes	TM_REQ_165	"Safety of TM equipment with rated voltage not exceeding 600V . Equipment shall comply with the safety requirements of BS EN IEC 60950. NOTE: This includes electric shock, energy related hazards, fire, heat related hazards, mechanical hazards, radiation and chemical hazards."
199	SKA1-SYS_REQ-2818	"In accordance with ISO 61310_2, machinery shall bear all markings which are necessary

– for its unambiguous identification;

– for its safe use;

and supplementary information shall be given, as appropriate:

– permanently on the machinery;

– in accompanying documents such as instruction handbooks;

– on the packaging."	Derived to L2	Yes	TM_REQ_166	"In accordance with ISO 61310_2, machinery used by TM shall bear all markings which are necessary
1. for its unambiguous identification;
2. for its safe use;
and supplementary information shall be given, as appropriate:
1. permanently on the machinery;
2. in accompanying documents such as instruction handbooks;
3. on the packaging"
55	SKA1-SYS_REQ-2303	"There shall be a single geometric model for all receptor types, published by TM."	Derived to L2	Yes	TM_REQ_169	"The SKA1_Low TM shall, for each LFAA Logical Station, convert astronomical source positions from ICRS coordinates to pointing coordinates in the beam reference frame (refer to [RD7]).
 
Note: Please refer to assumption TM.A.9, in par. 3.1.2.1.1.1.
"
57	SKA1-SYS_REQ-2305	"The SKA1_Low shall provide a beam pointing model that translates a pointing centre in ICRS coordinates at a given time to a beam orientation in azimuth and elevation for a given beam, together with half-power bandwidth for the beam, and other beam metrics. This model shall take into account astrometric effects, as well as location, and reference pointings. The pointing system for each beam shall include a model for pointing including antenna element model, thermal model, reference pointing model, gravitational model, polarisation effects, and refraction model, published by TM.


  "	Derived to L2	Yes	TM_REQ_169	"The SKA1_Low TM shall, for each LFAA Logical Station, convert astronomical source positions from ICRS coordinates to pointing coordinates in the beam reference frame (refer to [RD7]).
 
Note: Please refer to assumption TM.A.9, in par. 3.1.2.1.1.1.
"
313	SKA1-SYS_REQ-3039	"SKA1_Low shall process up to 8 independent beams from each station or sub-station within a subarray, each with potentially independent pointings, such that the sum of bandwidths over these beams is at most the bandwidth available for the station/ substation configuration within that sub-array."	Derived to L2	Yes	TM_REQ_169	"The SKA1_Low TM shall, for each LFAA Logical Station, convert astronomical source positions from ICRS coordinates to pointing coordinates in the beam reference frame (refer to [RD7]).
 
Note: Please refer to assumption TM.A.9, in par. 3.1.2.1.1.1.
"
50	SKA1-SYS_REQ-2294	"When commanded, the SKA1_Common shall simulate the execution of observing plans, to complete within one hour (TBC), in order to verify their efficiency and performance."	Derived to L2	Yes	TM_REQ_171	"The TMO shall verify Scheduling Block parameters against the functional and performance capability of the Telescope.
 
Note: This may be achieved by simulating the execution of the Scheduling Block.
TMO_REQ_044
When commanded, the TMO shall simulate the execution of the medium-term and short-term observing plans, to complete within one hour (TBC42), in order to verify their efficiency and performance."
50	SKA1-SYS_REQ-2294	"When commanded, the SKA1_Common shall simulate the execution of observing plans, to complete within one hour (TBC), in order to verify their efficiency and performance."	Derived to L2	Yes	TM_REQ_172	"The TMO shall identify mistakes in the observing script by means of simulating the execution of the Scheduling Block.
"
50	SKA1-SYS_REQ-2294	"When commanded, the SKA1_Common shall simulate the execution of observing plans, to complete within one hour (TBC), in order to verify their efficiency and performance."	Derived to L2	Yes	TM_REQ_173	"The TMO shall estimate the duration of execution of Scheduling Blocks with an error of < TBD79.
 
This will be done to ensure correct scheduling of observations.
This may be achieved by simulating the execution of the Scheduling Block.
This assumes nominal status of all Telescope sub-systems.
"
298	SKA1-SYS_REQ-3021	The time from selecting a schedule block to all components of a SKA1_Mid subarray being configured shall be less than 30 seconds.	Derived to L2	Yes	TM_REQ_174	"The TM shall make provision for simultaneous execution of observations on up to 16 Sub-arrays.
Note however the maximum limit to simultaneous VLBI observations will be only 4 Sub-arrays."
299	SKA1-SYS_REQ-3025	The SKA1_Low shall constrain the maximum number of simultaneous scheduling blocks across all instantiated subarrays to 16 in total.	Derived to L2	Yes	TM_REQ_174	"The TM shall make provision for simultaneous execution of observations on up to 16 Sub-arrays.
Note however the maximum limit to simultaneous VLBI observations will be only 4 Sub-arrays.
"
300	SKA1-SYS_REQ-3026	The SKA1_Mid shall constrain the maximum number of simultaneous scheduling blocks across all instantiated subarrays to 16 in total.	Derived to L2	Yes	TM_REQ_174	"The TM shall make provision for simultaneous execution of observations on up to 16 Sub-arrays.
Note however the maximum limit to simultaneous VLBI observations will be only 4 Sub-arrays."
